metric,game,map_id,run_index,true_creator,forced_human,forced_ai,delta_ai_minus_human,plot_forced_human,plot_forced_ai,plot_delta_ai_minus_human
frustrating,sokoban,cHhvQJlr,6,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,7,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,8,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,9,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,10,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,11,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,12,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,13,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,14,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,15,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,16,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,17,AI,1.0,2.0,1.0,1.0,2.0,1.0
frustrating,sokoban,cHhvQJlr,18,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,19,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cHhvQJlr,20,AI,3.0,1.0,-2.0,3.0,1.0,-2.0
frustrating,sokoban,cTxMstwv,1,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,cTxMstwv,2,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cTxMstwv,3,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cTxMstwv,4,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cTxMstwv,5,AI,1.0,3.0,2.0,1.0,3.0,2.0
frustrating,sokoban,cTxMstwv,6,AI,3.0,1.0,-2.0,3.0,1.0,-2.0
frustrating,sokoban,cTxMstwv,7,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cTxMstwv,8,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,cTxMstwv,9,AI,1.0,2.0,1.0,1.0,2.0,1.0
frustrating,sokoban,cTxMstwv,10,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cTxMstwv,11,AI,1.0,2.0,1.0,1.0,2.0,1.0
frustrating,sokoban,cTxMstwv,12,AI,3.0,1.0,-2.0,3.0,1.0,-2.0
frustrating,sokoban,cTxMstwv,13,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cTxMstwv,14,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cTxMstwv,15,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cTxMstwv,16,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,cTxMstwv,17,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cTxMstwv,18,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,cTxMstwv,19,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,cTxMstwv,20,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,1,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,2,AI,4.0,1.0,-3.0,4.0,1.0,-3.0
frustrating,sokoban,extLxWet,3,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,4,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,extLxWet,5,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,6,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,7,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,8,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,9,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,10,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,11,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,extLxWet,12,AI,2.0,2.0,0.0,2.0,2.0,0.0
frustrating,sokoban,extLxWet,13,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,14,AI,4.0,1.0,-3.0,4.0,1.0,-3.0
frustrating,sokoban,extLxWet,15,AI,1.0,3.0,2.0,1.0,3.0,2.0
frustrating,sokoban,extLxWet,16,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,17,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,18,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,19,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,extLxWet,20,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,f8sbFI0a,1,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,f8sbFI0a,2,Human,1.0,2.0,1.0,1.0,2.0,1.0
frustrating,sokoban,f8sbFI0a,3,Human,4.0,1.0,-3.0,4.0,1.0,-3.0
frustrating,sokoban,f8sbFI0a,4,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,f8sbFI0a,5,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,f8sbFI0a,6,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,f8sbFI0a,7,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,f8sbFI0a,8,Human,2.0,2.0,0.0,2.0,2.0,0.0
frustrating,sokoban,f8sbFI0a,9,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,f8sbFI0a,10,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,f8sbFI0a,11,Human,1.0,2.0,1.0,1.0,2.0,1.0
frustrating,sokoban,f8sbFI0a,12,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,f8sbFI0a,13,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,f8sbFI0a,14,Human,2.0,2.0,0.0,2.0,2.0,0.0
frustrating,sokoban,f8sbFI0a,15,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,f8sbFI0a,16,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,f8sbFI0a,17,Human,1.0,4.0,3.0,1.0,4.0,3.0
frustrating,sokoban,f8sbFI0a,18,Human,4.0,1.0,-3.0,4.0,1.0,-3.0
frustrating,sokoban,f8sbFI0a,19,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,f8sbFI0a,20,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,iJNJxWfZ,1,Human,1.0,2.0,1.0,1.0,2.0,1.0
frustrating,sokoban,iJNJxWfZ,2,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,iJNJxWfZ,3,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,iJNJxWfZ,4,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,iJNJxWfZ,5,Human,4.0,1.0,-3.0,4.0,1.0,-3.0
frustrating,sokoban,iJNJxWfZ,6,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,iJNJxWfZ,7,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,iJNJxWfZ,8,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,iJNJxWfZ,9,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,iJNJxWfZ,10,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,iJNJxWfZ,11,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,iJNJxWfZ,12,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,iJNJxWfZ,13,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,iJNJxWfZ,14,Human,2.0,2.0,0.0,2.0,2.0,0.0
frustrating,sokoban,iJNJxWfZ,15,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,iJNJxWfZ,16,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,iJNJxWfZ,17,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,iJNJxWfZ,18,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,iJNJxWfZ,19,Human,2.0,4.0,2.0,2.0,4.0,2.0
frustrating,sokoban,iJNJxWfZ,20,Human,2.0,2.0,0.0,2.0,2.0,0.0
frustrating,sokoban,ij6onaGt,1,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,2,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,3,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,4,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,5,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,6,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,7,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,8,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,9,AI,1.0,2.0,1.0,1.0,2.0,1.0
frustrating,sokoban,ij6onaGt,10,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,11,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,12,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,13,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,14,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,15,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,16,AI,1.0,2.0,1.0,1.0,2.0,1.0
frustrating,sokoban,ij6onaGt,17,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,ij6onaGt,18,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,19,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,ij6onaGt,20,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,1,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,oHSLE5UO,2,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,3,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,oHSLE5UO,4,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,5,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,6,AI,1.0,2.0,1.0,1.0,2.0,1.0
frustrating,sokoban,oHSLE5UO,7,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,8,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,9,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,10,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,11,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,12,AI,1.0,4.0,3.0,1.0,4.0,3.0
frustrating,sokoban,oHSLE5UO,13,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,14,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,15,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,16,AI,4.0,1.0,-3.0,4.0,1.0,-3.0
frustrating,sokoban,oHSLE5UO,17,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,oHSLE5UO,18,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,oHSLE5UO,19,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,oHSLE5UO,20,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
frustrating,sokoban,t7mUz3Qe,1,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,2,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,3,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,4,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,5,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,6,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,7,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,8,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,9,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,10,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,11,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,12,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,13,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,14,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,15,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,16,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,17,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,18,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,19,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,t7mUz3Qe,20,Human,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,wSCVt298,1,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,wSCVt298,2,AI,1.0,5.0,4.0,1.0,5.0,4.0
frustrating,sokoban,wSCVt298,3,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,wSCVt298,4,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,wSCVt298,5,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,wSCVt298,6,AI,5.0,2.0,-3.0,5.0,2.0,-3.0
frustrating,sokoban,wSCVt298,7,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,wSCVt298,8,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,wSCVt298,9,AI,4.0,5.0,1.0,4.0,5.0,1.0
frustrating,sokoban,wSCVt298,10,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,wSCVt298,11,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,wSCVt298,12,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,wSCVt298,13,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
frustrating,sokoban,wSCVt298,14,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,wSCVt298,15,AI,1.0,5.0,4.0,1.0,5.0,4.0
frustrating,sokoban,wSCVt298,16,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,wSCVt298,17,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,wSCVt298,18,AI,1.0,1.0,0.0,1.0,1.0,0.0
frustrating,sokoban,wSCVt298,19,AI,5.0,2.0,-3.0,5.0,2.0,-3.0
frustrating,sokoban,wSCVt298,20,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,1AC82kGG,1,Human,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,1AC82kGG,2,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,1AC82kGG,3,Human,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,1AC82kGG,4,Human,2.0,3.0,1.0,2.0,3.0,1.0
surprising,mario,1AC82kGG,5,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,1AC82kGG,6,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
surprising,mario,1AC82kGG,7,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,1AC82kGG,8,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
surprising,mario,1AC82kGG,9,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,1AC82kGG,10,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,1AC82kGG,11,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,1AC82kGG,12,Human,4.0,1.0,-3.0,4.0,1.0,-3.0
surprising,mario,1AC82kGG,13,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,1AC82kGG,14,Human,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,1AC82kGG,15,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,1AC82kGG,16,Human,1.0,4.0,3.0,1.0,4.0,3.0
surprising,mario,1AC82kGG,17,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,1AC82kGG,18,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,1AC82kGG,19,Human,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,1AC82kGG,20,Human,4.0,2.0,-2.0,4.0,2.0,-2.0
surprising,mario,4PFJlLdR,1,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4PFJlLdR,2,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,4PFJlLdR,3,AI,2.0,4.0,2.0,2.0,4.0,2.0
surprising,mario,4PFJlLdR,4,AI,4.0,2.0,-2.0,4.0,2.0,-2.0
surprising,mario,4PFJlLdR,5,AI,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,4PFJlLdR,6,AI,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,4PFJlLdR,7,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,4PFJlLdR,8,AI,4.0,2.0,-2.0,4.0,2.0,-2.0
surprising,mario,4PFJlLdR,9,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,4PFJlLdR,10,AI,4.0,1.0,-3.0,4.0,1.0,-3.0
surprising,mario,4PFJlLdR,11,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4PFJlLdR,12,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
surprising,mario,4PFJlLdR,13,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,4PFJlLdR,14,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,4PFJlLdR,15,AI,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,4PFJlLdR,16,AI,4.0,2.0,-2.0,4.0,2.0,-2.0
surprising,mario,4PFJlLdR,17,AI,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,4PFJlLdR,18,AI,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,4PFJlLdR,19,AI,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,4PFJlLdR,20,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,1,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,2,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,3,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,4,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,5,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,6,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,4bMZDbcE,7,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,8,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,9,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,10,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,11,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,4bMZDbcE,12,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,13,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,14,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,15,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,16,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,17,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,18,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,19,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,4bMZDbcE,20,Human,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,8cgqvaZu,1,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,8cgqvaZu,2,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,8cgqvaZu,3,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,8cgqvaZu,4,AI,4.0,1.0,-3.0,4.0,1.0,-3.0
surprising,mario,8cgqvaZu,5,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,8cgqvaZu,6,AI,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,8cgqvaZu,7,AI,2.0,4.0,2.0,2.0,4.0,2.0
surprising,mario,8cgqvaZu,8,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,8cgqvaZu,9,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,8cgqvaZu,10,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,8cgqvaZu,11,AI,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,8cgqvaZu,12,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,8cgqvaZu,13,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,8cgqvaZu,14,AI,3.0,1.0,-2.0,3.0,1.0,-2.0
surprising,mario,8cgqvaZu,15,AI,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,8cgqvaZu,16,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,8cgqvaZu,17,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,8cgqvaZu,18,AI,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,8cgqvaZu,19,AI,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,8cgqvaZu,20,AI,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,9Y6J8Rb8,1,AI,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,9Y6J8Rb8,2,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,9Y6J8Rb8,3,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,9Y6J8Rb8,4,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,9Y6J8Rb8,5,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
surprising,mario,9Y6J8Rb8,6,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,9Y6J8Rb8,7,AI,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,9Y6J8Rb8,8,AI,4.0,3.0,-1.0,4.0,3.0,-1.0
surprising,mario,9Y6J8Rb8,9,AI,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,9Y6J8Rb8,10,AI,1.0,3.0,2.0,1.0,3.0,2.0
surprising,mario,9Y6J8Rb8,11,AI,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,9Y6J8Rb8,12,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,9Y6J8Rb8,13,AI,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,9Y6J8Rb8,14,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,9Y6J8Rb8,15,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,9Y6J8Rb8,16,AI,1.0,4.0,3.0,1.0,4.0,3.0
surprising,mario,9Y6J8Rb8,17,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,9Y6J8Rb8,18,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,9Y6J8Rb8,19,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,9Y6J8Rb8,20,AI,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,Jvmo5e7c,1,Human,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,Jvmo5e7c,2,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,Jvmo5e7c,3,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,Jvmo5e7c,4,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,Jvmo5e7c,5,Human,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,Jvmo5e7c,6,Human,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,Jvmo5e7c,7,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,Jvmo5e7c,8,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,Jvmo5e7c,9,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,Jvmo5e7c,10,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,Jvmo5e7c,11,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,Jvmo5e7c,12,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,Jvmo5e7c,13,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,Jvmo5e7c,14,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,Jvmo5e7c,15,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
surprising,mario,Jvmo5e7c,16,Human,2.0,2.0,0.0,2.0,2.0,0.0
surprising,mario,Jvmo5e7c,17,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
surprising,mario,Jvmo5e7c,18,Human,1.0,1.0,0.0,1.0,1.0,0.0
surprising,mario,Jvmo5e7c,19,Human,1.0,2.0,1.0,1.0,2.0,1.0
surprising,mario,Jvmo5e7c,20,Human,1.0,3.0,2.0,1.0,3.0,2.0
